run_id,sequence_code,sequence,status,degree,constraint_order,lambda_energy,lambda_residual,strain_energy,objective_value,residual_penalty,endpoint_residual_norm,scaled_endpoint_residual_norm,max_abs_error,mean_abs_error,optimizer_success,optimizer_iterations,elapsed_ms,optimal_params_json,endpoint_residuals_json,scaled_endpoint_residuals_json,endpoint_residual_scales_json,metadata_json,error_message
A_deg6_ord4_le1_lr0.1,A,variable_base_tetration,ok,6,4,1.0,0.1,0.09611126942989609,0.19899080271815334,1.3272615179491232,8.814670333369293,1.1520683651368626,,,True,15,13.999916,"{""left_derivative"": 0.899368293970074, ""left_second_derivative"": -0.396661851427055, ""right_derivative"": 1.1496304867170792, ""right_second_derivative"": 0.7469600238666771}","{""1"": -1.0971587077836507, ""2"": -2.5259173184313877, ""3"": -7.491524929485331, ""4"": -3.7405149093759}","{""1"": -0.9543577005484009, ""2"": -0.6314793296078469, ""3"": -0.13282175645811992, ""4"": -0.0074252705335325336}","{""1"": 1.1496304867170792, ""2"": 4.0, ""3"": 56.40284490476142, ""4"": 503.75469721725676}","{""coefficient_regularization"": 1e-10, ""constraint_order"": 4, ""degree"": 6, ""endpoint_residual_norm"": 8.814670333369293, ""endpoint_residual_scales"": {""1"": 1.1496304867170792, ""2"": 4.0, ""3"": 56.40284490476142, ""4"": 503.75469721725676}, ""endpoint_residuals"": {""1"": -1.0971587077836507, ""2"": -2.5259173184313877, ""3"": -7.491524929485331, ""4"": -3.7405149093759}, ""energy_scale"": 1.4504153893101357, ""initial_method"": ""hermite_quintic"", ""lambda_energy"": 1.0, ""lambda_residual"": 0.1, ""node_count"": 7.0, ""objective_value"": 0.19899080271815334, ""optimizer_backend"": ""least_squares"", ""optimizer_iterations"": 15, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""optimizer_method"": ""trf"", ""optimizer_success"": true, ""residual_order_weight"": 2.0, ""residual_penalty"": 1.3272615179491232, ""residual_scale_floor"": 1.0, ""residual_scale_strategy"": ""order_weighted"", ""scaled_endpoint_residual_norm"": 1.1520683651368626, ""scaled_endpoint_residuals"": {""1"": -0.9543577005484009, ""2"": -0.6314793296078469, ""3"": -0.13282175645811992, ""4"": -0.0074252705335325336}}",
A_deg6_ord4_le1_lr1,A,variable_base_tetration,ok,6,4,1.0,1.0,0.5582317151326265,0.5809156421515691,0.1960385102042034,25.254360419814986,0.442762363129708,,,True,23,16.440665999999993,"{""left_derivative"": 0.6903429481040835, ""left_second_derivative"": -0.03558681993641244, ""right_derivative"": 1.3823698837734497, ""right_second_derivative"": 1.7169607814570327}","{""1"": -0.5746486524221224, ""2"": -1.029352082449627, ""3"": -0.9342011089759694, ""4"": 25.209526011381726}","{""1"": -0.4156981855344723, ""2"": -0.1498799642901725, ""3"": -0.009584239655869742, ""4"": 0.02603204567732527}","{""1"": 1.3823698837734497, ""2"": 6.867843125828131, ""3"": 97.47263659082546, ""4"": 968.4035716539947}","{""coefficient_regularization"": 1e-10, ""constraint_order"": 4, ""degree"": 6, ""endpoint_residual_norm"": 25.254360419814986, ""endpoint_residual_scales"": {""1"": 1.3823698837734497, ""2"": 6.867843125828131, ""3"": 97.47263659082546, ""4"": 968.4035716539947}, ""endpoint_residuals"": {""1"": -0.5746486524221224, ""2"": -1.029352082449627, ""3"": -0.9342011089759694, ""4"": 25.209526011381726}, ""energy_scale"": 1.4504153893101357, ""initial_method"": ""hermite_quintic"", ""lambda_energy"": 1.0, ""lambda_residual"": 1.0, ""node_count"": 7.0, ""objective_value"": 0.5809156421515691, ""optimizer_backend"": ""least_squares"", ""optimizer_iterations"": 23, ""optimizer_message"": ""`xtol` termination condition is satisfied."", ""optimizer_method"": ""trf"", ""optimizer_success"": true, ""residual_order_weight"": 2.0, ""residual_penalty"": 0.1960385102042034, ""residual_scale_floor"": 1.0, ""residual_scale_strategy"": ""order_weighted"", ""scaled_endpoint_residual_norm"": 0.442762363129708, ""scaled_endpoint_residuals"": {""1"": -0.4156981855344723, ""2"": -0.1498799642901725, ""3"": -0.009584239655869742, ""4"": 0.02603204567732527}}",
A_deg6_ord4_le1_lr10,A,variable_base_tetration,ok,6,4,1.0,10.0,1.2141903746531424,0.9239577871789834,0.008682493293521021,33.53291610931115,0.09317989747537299,,,True,11,9.888000000000009,"{""left_derivative"": 0.49449204088321075, ""left_second_derivative"": 0.2501831081113721, ""right_derivative"": 1.5539599166292817, ""right_second_derivative"": 2.0431605993302355}","{""1"": -0.13155161126577974, ""2"": -0.21312546979200153, ""3"": -0.6285650593419199, ""4"": 33.52608895275399}","{""1"": -0.08465573008545187, ""2"": -0.02607791451414365, ""3"": -0.00574937384835357, ""4"": 0.028333508998446107}","{""1"": 1.5539599166292817, ""2"": 8.172642397320942, ""3"": 109.32756782234992, ""4"": 1183.266391557525}","{""coefficient_regularization"": 1e-10, ""constraint_order"": 4, ""degree"": 6, ""endpoint_residual_norm"": 33.53291610931115, ""endpoint_residual_scales"": {""1"": 1.5539599166292817, ""2"": 8.172642397320942, ""3"": 109.32756782234992, ""4"": 1183.266391557525}, ""endpoint_residuals"": {""1"": -0.13155161126577974, ""2"": -0.21312546979200153, ""3"": -0.6285650593419199, ""4"": 33.52608895275399}, ""energy_scale"": 1.4504153893101357, ""initial_method"": ""hermite_quintic"", ""lambda_energy"": 1.0, ""lambda_residual"": 10.0, ""node_count"": 7.0, ""objective_value"": 0.9239577871789834, ""optimizer_backend"": ""least_squares"", ""optimizer_iterations"": 11, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""optimizer_method"": ""trf"", ""optimizer_success"": true, ""residual_order_weight"": 2.0, ""residual_penalty"": 0.008682493293521021, ""residual_scale_floor"": 1.0, ""residual_scale_strategy"": ""order_weighted"", ""scaled_endpoint_residual_norm"": 0.09317989747537299, ""scaled_endpoint_residuals"": {""1"": -0.08465573008545187, ""2"": -0.02607791451414365, ""3"": -0.00574937384835357, ""4"": 0.028333508998446107}}",
A_deg6_ord4_le1_lr100,A,variable_base_tetration,ok,6,4,1.0,100.0,1.4656626239615091,1.0580604035795893,0.00047548080831568546,22.15054832183528,0.021805522427029475,,,True,12,12.800417000000063,"{""left_derivative"": 0.46646050333898925, ""left_second_derivative"": 0.1404317231593808, ""right_derivative"": 1.630492431093593, ""right_second_derivative"": 1.9535748479553376}","{""1"": -0.016159134370393513, ""2"": -0.02975655368333907, ""3"": -0.18076428856615223, ""4"": 22.14978484454935}","{""1"": -0.009910585331301026, ""2"": -0.003807961813503467, ""3"": -0.0019321744032204933, ""4"": 0.018948014028101343}","{""1"": 1.630492431093593, ""2"": 7.814299391821351, ""3"": 93.55485108635094, ""4"": 1168.976590987295}","{""coefficient_regularization"": 1e-10, ""constraint_order"": 4, ""degree"": 6, ""endpoint_residual_norm"": 22.15054832183528, ""endpoint_residual_scales"": {""1"": 1.630492431093593, ""2"": 7.814299391821351, ""3"": 93.55485108635094, ""4"": 1168.976590987295}, ""endpoint_residuals"": {""1"": -0.016159134370393513, ""2"": -0.02975655368333907, ""3"": -0.18076428856615223, ""4"": 22.14978484454935}, ""energy_scale"": 1.4504153893101357, ""initial_method"": ""hermite_quintic"", ""lambda_energy"": 1.0, ""lambda_residual"": 100.0, ""node_count"": 7.0, ""objective_value"": 1.0580604035795893, ""optimizer_backend"": ""least_squares"", ""optimizer_iterations"": 12, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""optimizer_method"": ""trf"", ""optimizer_success"": true, ""residual_order_weight"": 2.0, ""residual_penalty"": 0.00047548080831568546, ""residual_scale_floor"": 1.0, ""residual_scale_strategy"": ""order_weighted"", ""scaled_endpoint_residual_norm"": 0.021805522427029475, ""scaled_endpoint_residuals"": {""1"": -0.009910585331301026, ""2"": -0.003807961813503467, ""3"": -0.0019321744032204933, ""4"": 0.018948014028101343}}",
A_deg8_ord4_le1_lr0.1,A,variable_base_tetration,ok,8,4,1.0,0.1,0.09422342812264553,0.17316298370169925,1.081999194281317,330.803675344659,1.0401919026224522,,,True,34,32.75662500000009,"{""left_derivative"": 0.8996880255777828, ""left_second_derivative"": -0.28771191078854486, ""right_derivative"": 1.1421866359699777, ""right_second_derivative"": 1.3707804319615207}","{""1"": -1.1050458006555903, ""2"": -2.054769031751901, ""3"": 9.774510670920527, ""4"": 330.6510053828405}","{""1"": -0.9674826914054669, ""2"": -0.37474437624040663, ""3"": 0.04342560837155382, ""4"": 0.06047565730027085}","{""1"": 1.1421866359699777, ""2"": 5.483121727846083, ""3"": 225.0863266505985, ""4"": 5467.505772464909}","{""coefficient_regularization"": 1e-10, ""constraint_order"": 4, ""degree"": 8, ""endpoint_residual_norm"": 330.803675344659, ""endpoint_residual_scales"": {""1"": 1.1421866359699777, ""2"": 5.483121727846083, ""3"": 225.0863266505985, ""4"": 5467.505772464909}, ""endpoint_residuals"": {""1"": -1.1050458006555903, ""2"": -2.054769031751901, ""3"": 9.774510670920527, ""4"": 330.6510053828405}, ""energy_scale"": 1.450415389308303, ""initial_method"": ""hermite_quintic"", ""lambda_energy"": 1.0, ""lambda_residual"": 0.1, ""node_count"": 9.0, ""objective_value"": 0.17316298370169925, ""optimizer_backend"": ""least_squares"", ""optimizer_iterations"": 34, ""optimizer_message"": ""`xtol` termination condition is satisfied."", ""optimizer_method"": ""trf"", ""optimizer_success"": true, ""residual_order_weight"": 2.0, ""residual_penalty"": 1.081999194281317, ""residual_scale_floor"": 1.0, ""residual_scale_strategy"": ""order_weighted"", ""scaled_endpoint_residual_norm"": 1.0401919026224522, ""scaled_endpoint_residuals"": {""1"": -0.9674826914054669, ""2"": -0.37474437624040663, ""3"": 0.04342560837155382, ""4"": 0.06047565730027085}}",
A_deg8_ord4_le1_lr1,A,variable_base_tetration,ok,8,4,1.0,1.0,0.5130847899089991,0.5553423252049634,0.20159208666740358,403.17126229705536,0.4489900741301567,,,True,16,17.437000000000037,"{""left_derivative"": 0.6797420385162587, ""left_second_derivative"": -0.3804966240768124, ""right_derivative"": 1.3599317594191405, ""right_second_derivative"": 1.6800659659929806}","{""1"": -0.5823907955920884, ""2"": -0.5382462405093711, ""3"": -13.094686842603792, ""4"": 402.9577732599794}","{""1"": -0.4282500144278133, ""2"": -0.08009302185215803, ""3"": -0.06430372317999453, ""4"": 0.08743083463951173}","{""1"": 1.3599317594191405, ""2"": 6.7202638639719225, ""3"": 203.63808182537196, ""4"": 4608.87483141874}","{""coefficient_regularization"": 1e-10, ""constraint_order"": 4, ""degree"": 8, ""endpoint_residual_norm"": 403.17126229705536, ""endpoint_residual_scales"": {""1"": 1.3599317594191405, ""2"": 6.7202638639719225, ""3"": 203.63808182537196, ""4"": 4608.87483141874}, ""endpoint_residuals"": {""1"": -0.5823907955920884, ""2"": -0.5382462405093711, ""3"": -13.094686842603792, ""4"": 402.9577732599794}, ""energy_scale"": 1.450415389308303, ""initial_method"": ""hermite_quintic"", ""lambda_energy"": 1.0, ""lambda_residual"": 1.0, ""node_count"": 9.0, ""objective_value"": 0.5553423252049634, ""optimizer_backend"": ""least_squares"", ""optimizer_iterations"": 16, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""optimizer_method"": ""trf"", ""optimizer_success"": true, ""residual_order_weight"": 2.0, ""residual_penalty"": 0.20159208666740358, ""residual_scale_floor"": 1.0, ""residual_scale_strategy"": ""order_weighted"", ""scaled_endpoint_residual_norm"": 0.4489900741301567, ""scaled_endpoint_residuals"": {""1"": -0.4282500144278133, ""2"": -0.08009302185215803, ""3"": -0.06430372317999453, ""4"": 0.08743083463951173}}",
A_deg8_ord4_le1_lr10,A,variable_base_tetration,ok,8,4,1.0,10.0,1.1777784418127832,0.9051010590269986,0.009307269078582259,185.54637973484833,0.09647418866506347,,,True,38,37.28754200000006,"{""left_derivative"": 0.48159365732408776, ""left_second_derivative"": 0.06736873951987832, ""right_derivative"": 1.536808045097672, ""right_second_derivative"": 1.8219135353820093}","{""1"": -0.1308225264018157, ""2"": -0.12516254447818254, ""3"": 0.9518560906466504, ""4"": 185.54384986437918}","{""1"": -0.08512613323383614, ""2"": -0.017174599953221587, ""3"": 0.005766421335098637, ""4"": 0.041624416160113975}","{""1"": 1.536808045097672, ""2"": 7.287654141528037, ""3"": 165.068772351573, ""4"": 4457.57242938038}","{""coefficient_regularization"": 1e-10, ""constraint_order"": 4, ""degree"": 8, ""endpoint_residual_norm"": 185.54637973484833, ""endpoint_residual_scales"": {""1"": 1.536808045097672, ""2"": 7.287654141528037, ""3"": 165.068772351573, ""4"": 4457.57242938038}, ""endpoint_residuals"": {""1"": -0.1308225264018157, ""2"": -0.12516254447818254, ""3"": 0.9518560906466504, ""4"": 185.54384986437918}, ""energy_scale"": 1.450415389308303, ""initial_method"": ""hermite_quintic"", ""lambda_energy"": 1.0, ""lambda_residual"": 10.0, ""node_count"": 9.0, ""objective_value"": 0.9051010590269986, ""optimizer_backend"": ""least_squares"", ""optimizer_iterations"": 38, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""optimizer_method"": ""trf"", ""optimizer_success"": true, ""residual_order_weight"": 2.0, ""residual_penalty"": 0.009307269078582259, ""residual_scale_floor"": 1.0, ""residual_scale_strategy"": ""order_weighted"", ""scaled_endpoint_residual_norm"": 0.09647418866506347, ""scaled_endpoint_residuals"": {""1"": -0.08512613323383614, ""2"": -0.017174599953221587, ""3"": 0.005766421335098637, ""4"": 0.041624416160113975}}",
A_deg8_ord4_le1_lr100,A,variable_base_tetration,ok,8,4,1.0,100.0,1.426408953550195,0.9943790201904051,0.00010930441180106304,6.011356026258334,0.010454875025607099,,,True,14,14.469916999999999,"{""left_derivative"": 0.43828158726987354, ""left_second_derivative"": 0.1813452642044524, ""right_derivative"": 1.5919866562697393, ""right_second_derivative"": 1.9004404443671774}","{""1"": -0.015600636745161545, ""2"": -0.019689099686487355, ""3"": -0.023368741573792207, ""4"": 6.01125811588858}","{""1"": -0.009799477077098214, ""2"": -0.0025900705997976663, ""3"": -0.00021539011379523247, ""4"": 0.0025533903351099146}","{""1"": 1.5919866562697393, ""2"": 7.60176177746871, ""3"": 108.49495903980278, ""4"": 2354.226078649983}","{""coefficient_regularization"": 1e-10, ""constraint_order"": 4, ""degree"": 8, ""endpoint_residual_norm"": 6.011356026258334, ""endpoint_residual_scales"": {""1"": 1.5919866562697393, ""2"": 7.60176177746871, ""3"": 108.49495903980278, ""4"": 2354.226078649983}, ""endpoint_residuals"": {""1"": -0.015600636745161545, ""2"": -0.019689099686487355, ""3"": -0.023368741573792207, ""4"": 6.01125811588858}, ""energy_scale"": 1.450415389308303, ""initial_method"": ""hermite_quintic"", ""lambda_energy"": 1.0, ""lambda_residual"": 100.0, ""node_count"": 9.0, ""objective_value"": 0.9943790201904051, ""optimizer_backend"": ""least_squares"", ""optimizer_iterations"": 14, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""optimizer_method"": ""trf"", ""optimizer_success"": true, ""residual_order_weight"": 2.0, ""residual_penalty"": 0.00010930441180106304, ""residual_scale_floor"": 1.0, ""residual_scale_strategy"": ""order_weighted"", ""scaled_endpoint_residual_norm"": 0.010454875025607099, ""scaled_endpoint_residuals"": {""1"": -0.009799477077098214, ""2"": -0.0025900705997976663, ""3"": -0.00021539011379523247, ""4"": 0.0025533903351099146}}",
A_deg10_ord4_le1_lr0.1,A,variable_base_tetration,ok,10,4,1.0,0.1,0.08208108052847231,0.16201812270705643,1.05426692989796,1402.4378651317402,1.0267750142548073,,,True,31,32.632708000000065,"{""left_derivative"": 0.8982427881993869, ""left_second_derivative"": -0.4540696940689486, ""right_derivative"": 1.133652824999274, ""right_second_derivative"": 1.4700271568535754}","{""1"": -1.1115760871981442, ""2"": -1.7175105971855822, ""3"": 15.405563643762193, ""4"": 1402.351756414931}","{""1"": -0.9805260152717885, ""2"": -0.2920882429243206, ""3"": 0.03686857065052573, ""4"": 0.07849095563667582}","{""1"": 1.133652824999274, ""2"": 5.880108627414302, ""3"": 417.85085160448216, ""4"": 17866.41206034273}","{""coefficient_regularization"": 1e-10, ""constraint_order"": 4, ""degree"": 10, ""endpoint_residual_norm"": 1402.4378651317402, ""endpoint_residual_scales"": {""1"": 1.133652824999274, ""2"": 5.880108627414302, ""3"": 417.85085160448216, ""4"": 17866.41206034273}, ""endpoint_residuals"": {""1"": -1.1115760871981442, ""2"": -1.7175105971855822, ""3"": 15.405563643762193, ""4"": 1402.351756414931}, ""energy_scale"": 1.4504153893074003, ""initial_method"": ""hermite_quintic"", ""lambda_energy"": 1.0, ""lambda_residual"": 0.1, ""node_count"": 11.0, ""objective_value"": 0.16201812270705643, ""optimizer_backend"": ""least_squares"", ""optimizer_iterations"": 31, ""optimizer_message"": ""`xtol` termination condition is satisfied."", ""optimizer_method"": ""trf"", ""optimizer_success"": true, ""residual_order_weight"": 2.0, ""residual_penalty"": 1.05426692989796, ""residual_scale_floor"": 1.0, ""residual_scale_strategy"": ""order_weighted"", ""scaled_endpoint_residual_norm"": 1.0267750142548073, ""scaled_endpoint_residuals"": {""1"": -0.9805260152717885, ""2"": -0.2920882429243206, ""3"": 0.03686857065052573, ""4"": 0.07849095563667582}}",
A_deg10_ord4_le1_lr1,A,variable_base_tetration,ok,10,4,1.0,1.0,0.492476645282959,0.5356669770538465,0.1961251816820667,1502.4626705181408,0.4428602281556413,,,True,21,19.430334000000048,"{""left_derivative"": 0.673921288145729, ""left_second_derivative"": -0.2888624182155013, ""right_derivative"": 1.3518289461901531, ""right_second_derivative"": 1.856991964140434}","{""1"": -0.5824243354049239, ""2"": -0.46107014932008195, ""3"": 8.945294920453506, ""4"": 1502.4358575977549}","{""1"": -0.430841740034022, ""2"": -0.06207217885478337, ""3"": 0.020970460767538182, ""4"": 0.07878998105051077}","{""1"": 1.3518289461901531, ""2"": 7.427967856561736, ""3"": 426.5664459934342, ""4"": 19068.86938625574}","{""coefficient_regularization"": 1e-10, ""constraint_order"": 4, ""degree"": 10, ""endpoint_residual_norm"": 1502.4626705181408, ""endpoint_residual_scales"": {""1"": 1.3518289461901531, ""2"": 7.427967856561736, ""3"": 426.5664459934342, ""4"": 19068.86938625574}, ""endpoint_residuals"": {""1"": -0.5824243354049239, ""2"": -0.46107014932008195, ""3"": 8.945294920453506, ""4"": 1502.4358575977549}, ""energy_scale"": 1.4504153893074003, ""initial_method"": ""hermite_quintic"", ""lambda_energy"": 1.0, ""lambda_residual"": 1.0, ""node_count"": 11.0, ""objective_value"": 0.5356669770538465, ""optimizer_backend"": ""least_squares"", ""optimizer_iterations"": 21, ""optimizer_message"": ""`xtol` termination condition is satisfied."", ""optimizer_method"": ""trf"", ""optimizer_success"": true, ""residual_order_weight"": 2.0, ""residual_penalty"": 0.1961251816820667, ""residual_scale_floor"": 1.0, ""residual_scale_strategy"": ""order_weighted"", ""scaled_endpoint_residual_norm"": 0.4428602281556413, ""scaled_endpoint_residuals"": {""1"": -0.430841740034022, ""2"": -0.06207217885478337, ""3"": 0.020970460767538182, ""4"": 0.07878998105051077}}",
